headline,publisher,date,stock,clean_text,label,confidence,label_adjusted
"DEADLINE ALERT for AAN, MGPI, ALGN, CAN: Law Offices of Howard G. ...",GuruFocus,4/2/2020 0:00,AAN,deadline alert aan mgpi algn law offices howard,negative,0.9999799728393555,negative
"SHAREHOLDER ALERT: CLAIMSFILER REMINDS AAN, BDX, FLR, MGPI INVESTORS of Lead Plaintiff Deadline ...",GuruFocus,4/1/2020 0:00,AAN,shareholder alert claimsfiler reminds aan bdx flr mgpi investors lead plaintiff deadline,negative,0.999797523021698,negative
"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Updates AAN, ALGN, ALLK, CCI Investors, Encourages ...",GuruFocus,4/1/2020 0:00,AAN,hagens berman national trial attorneys updates aan algn allk cci investors encourages,negative,0.9999949932098389,negative
"FILING DEADLINE--Kuznicki Law PLLC Announces Class Actions on Behalf of Shareholders of AAN, ...",GuruFocus,3/31/2020 0:00,AAN,filing deadline kuznicki law pllc announces class actions behalf shareholders aan,negative,0.9999911785125732,negative
New Strong Sell Stocks for March 30th,Zacks,3/30/2020 0:00,AAN,new strong sell stocks march,neutral,0.9201872944831848,neutral
"SHAREHOLDER ALERT: CLAIMSFILER REMINDS AAN, BDX, FLR, MGPI INVESTORS of Lead Plaintiff Deadline ...",GuruFocus,3/27/2020 0:00,AAN,shareholder alert claimsfiler reminds aan bdx flr mgpi investors lead plaintiff deadline,negative,0.999797523021698,negative
"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Encourages Aaron's (AAN) Investors Who Suffered ...",GuruFocus,3/25/2020 0:00,AAN,hagens berman national trial attorneys encourages aaron aan investors suffered,positive,0.8253882527351379,positive
"SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KSF REMINDS AAN, FLR, INO, MGPI ...",GuruFocus,3/25/2020 0:00,AAN,shareholder alert former louisiana attorney general ksf reminds aan flr ino mgpi,negative,0.9999929666519165,negative
INVESTOR FILING DEADLINES: Bernstein Liebhard LLP Reminds Investors in Aarons Inc. ...,GuruFocus,3/25/2020 0:00,AAN,investor filing deadlines bernstein liebhard llp reminds investors aarons inc,negative,0.9999783039093018,negative
"FILING DEADLINE--Kuznicki Law PLLC Announces Class Actions on Behalf of Shareholders of AAN, ...",GuruFocus,3/24/2020 0:00,AAN,filing deadline kuznicki law pllc announces class actions behalf shareholders aan,negative,0.9999911785125732,negative
"AAN Stock: Berger Montague Investigates Securities Fraud Class Action Claims Against Aaron's, ...",GuruFocus,3/24/2020 0:00,AAN,aan stock berger montague investigates securities fraud class action claims aaron,negative,0.9942865967750549,negative
"Aaron's, Inc. Donates Computers To Atlanta Children For COVID-–9 Distance Learning",GuruFocus,3/24/2020 0:00,AAN,aaron inc donates computers atlanta children covid distance learning,negative,0.9999849796295166,negative
V.F. Corp (VFC) Withdraws Guidance Due to COVID-19 Impacts,Zacks,3/24/2020 0:00,AAN,corp vfc withdraws guidance due covid impacts,positive,0.9874144196510315,positive
"SHAREHOLDER ALERT: CLAIMSFILER REMINDS AAN, BDX, FLR, MGPI INVESTORS of Lead Plaintiff Deadline ...",GuruFocus,3/23/2020 0:00,AAN,shareholder alert claimsfiler reminds aan bdx flr mgpi investors lead plaintiff deadline,negative,0.999797523021698,negative
Aaron's Provides COVID-–9-Related Business Update,GuruFocus,3/23/2020 0:00,AAN,aaron provides covid related business update,negative,0.9974160194396973,negative
"AARON'S DEADLINE ALERT: Faruqi & Faruqi, LLP Encourages Investors Who Suffered Losses ...",GuruFocus,3/23/2020 0:00,AAN,aaron deadline alert faruqi faruqi llp encourages investors suffered losses,negative,0.964962899684906,negative
Aaron's (AAN) Down 67% Since Last Earnings Report: Can It Rebound?,Zacks,3/21/2020 0:00,AAN,aaron aan since last earnings report rebound,positive,0.9999532699584961,positive
"SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KSF REMINDS AAN, FLR, INO, MGPI ...",GuruFocus,3/20/2020 0:00,AAN,shareholder alert former louisiana attorney general ksf reminds aan flr ino mgpi,negative,0.9999929666519165,negative
INVESTOR FILING DEADLINES: Bernstein Liebhard LLP Reminds Investors in Aarons Inc. ...,GuruFocus,3/20/2020 0:00,AAN,investor filing deadlines bernstein liebhard llp reminds investors aarons inc,negative,0.9999783039093018,negative
"AARON'S, INC. SHAREHOLDER ALERT: Bronstein, Gewirtz & Grossman, LLC Notifies Shareholders ...",GuruFocus,3/20/2020 0:00,AAN,aaron inc shareholder alert bronstein gewirtz grossman llc notifies shareholders,negative,0.9998289346694946,negative
"AAN & MGPI INVESTOR UPDATE: Bronstein, Gewirtz & Grossman LLC Notifies Investors of ...",GuruFocus,3/19/2020 0:00,AAN,aan mgpi investor update bronstein gewirtz grossman llc notifies investors,negative,0.9998902082443237,negative
"Investor Alert: Kaplan Fox Announces Investigation Of Aaron's, Inc.",GuruFocus,3/19/2020 0:00,AAN,investor alert kaplan fox announces investigation aaron inc,negative,0.9994025230407715,negative
"SHAREHOLDER ALERT: CLAIMSFILER REMINDS AAN, BDX, FLR, MGPI INVESTORS of Lead Plaintiff Deadline ...",GuruFocus,3/18/2020 0:00,AAN,shareholder alert claimsfiler reminds aan bdx flr mgpi investors lead plaintiff deadline,negative,0.999797523021698,negative
SHAREHOLDER ALERT: Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in ...,GuruFocus,3/18/2020 0:00,AAN,shareholder alert pomerantz law firm reminds shareholders losses investment,negative,0.7750617265701294,negative
"FILING DEADLINE--Kuznicki Law PLLC Announces Class Actions on Behalf of Shareholders of AAN, ...",GuruFocus,3/17/2020 0:00,AAN,filing deadline kuznicki law pllc announces class actions behalf shareholders aan,negative,0.9999911785125732,negative
"SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KSF REMINDS AAN, FLR, INO, MGPI ...",GuruFocus,3/16/2020 0:00,AAN,shareholder alert former louisiana attorney general ksf reminds aan flr ino mgpi,negative,0.9999929666519165,negative
"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Reminds Aaron's (AAN) Investors Who Suffered Losses ...",GuruFocus,3/16/2020 0:00,AAN,hagens berman national trial attorneys reminds aaron aan investors suffered losses,negative,0.9573265910148621,negative
"Zhang Investor Law Announces Securities Class Action Lawsuit Against Aaron's, Inc. – AAN",GuruFocus,3/16/2020 0:00,AAN,zhang investor law announces securities class action lawsuit aaron inc aan,negative,0.7925954461097717,negative
"AAN Investor Alert: April —8, —…—… Filing Deadline in Class Action – Contact Lieff ...",GuruFocus,3/16/2020 0:00,AAN,aan investor alert april filing deadline class action contact lieff,negative,0.9997268319129944,negative
INVESTOR FILING DEADLINES: Bernstein Liebhard LLP Reminds Investors in Aarons Inc. ...,GuruFocus,3/15/2020 0:00,AAN,investor filing deadlines bernstein liebhard llp reminds investors aarons inc,negative,0.9999783039093018,negative
"(AAN) Long -Term Investor Alert: Johnson Fistel Investigates Aaron's, Inc. ...",GuruFocus,3/14/2020 0:00,AAN,aan long term investor alert johnson fistel investigates aaron inc,negative,0.987818717956543,negative
SHAREHOLDER ALERT: Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in ...,GuruFocus,3/14/2020 0:00,AAN,shareholder alert pomerantz law firm reminds shareholders losses investment,negative,0.7750617265701294,negative
"SHAREHOLDER ALERT: CLAIMSFILER REMINDS AAN, FLR, MGPI INVESTORS of Lead Plaintiff Deadline in ...",GuruFocus,3/13/2020 0:00,AAN,shareholder alert claimsfiler reminds aan flr mgpi investors lead plaintiff deadline,negative,0.9999176263809204,negative
SHAREHOLDER ALERT: Pawar Law Group Announces a Securities Class Action Lawsuit Against ...,GuruFocus,3/11/2020 0:00,AAN,shareholder alert pawar law group announces securities class action lawsuit,negative,0.9984198808670044,negative
INVESTOR FILING DEADLINES: Bernstein Liebhard LLP Reminds Investors in Aarons Inc. ...,GuruFocus,3/10/2020 0:00,AAN,investor filing deadlines bernstein liebhard llp reminds investors aarons inc,negative,0.9999783039093018,negative
"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Encourages Aaron's (AAN) Investors With Losses to ...",GuruFocus,3/9/2020 0:00,AAN,hagens berman national trial attorneys encourages aaron aan investors losses,positive,0.9935829043388367,positive
SHAREHOLDER ALERT: Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in ...,GuruFocus,3/6/2020 0:00,AAN,shareholder alert pomerantz law firm reminds shareholders losses investment,negative,0.7750617265701294,negative
Aaron's Inc. CLASS ACTION Alert: Wolf Haldenstein Adler Freeman & Herz LLP announces that a ...,GuruFocus,3/5/2020 0:00,AAN,aaron inc class action alert wolf haldenstein adler freeman herz llp announces,negative,0.9866774082183838,negative
"AARON'S, INC. INVESTOR ALERT: Bronstein, Gewirtz & Grossman, LLC Alerts of Class Action ...",GuruFocus,3/5/2020 0:00,AAN,aaron inc investor alert bronstein gewirtz grossman llc alerts class action,negative,0.999695897102356,negative
AAN INVESTOR ALERT: Bernstein Liebhard Announces that a Securities Class Action Lawsuit Has ...,GuruFocus,3/4/2020 0:00,AAN,aan investor alert bernstein liebhard announces securities class action lawsuit,negative,0.9828595519065857,negative
"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Encourages Aaron's (AAN) Investors Who Have Suffered ...",GuruFocus,3/3/2020 0:00,AAN,hagens berman national trial attorneys encourages aaron aan investors suffered,positive,0.9979618787765503,positive
AARON'S INC. CLASS ACTION ALERT: Wolf Haldenstein Adler Freeman & Herz LLP announces that ...,GuruFocus,3/3/2020 0:00,AAN,aaron inc class action alert wolf haldenstein adler freeman herz llp announces,negative,0.9902880191802979,negative
AAN LOSSES ALERT: Bernstein Liebhard is Investigating Aarons Inc. ...,GuruFocus,3/3/2020 0:00,AAN,aan losses alert bernstein liebhard investigating aarons inc,negative,0.9836155772209167,negative
"AARON'S, INC. SHAREHOLDER ALERT: Bronstein, Gewirtz & Grossman, LLC Notifies of Class ...",GuruFocus,3/3/2020 0:00,AAN,aaron inc shareholder alert bronstein gewirtz grossman llc notifies class,negative,0.9999784231185913,negative
"The Market Timing Secrets No One Talks About - March 03, 2020",Zacks,3/3/2020 0:00,AAN,market timing secrets one talks march,negative,0.9999935626983643,negative
"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Encourages Aaron's (AAN) Investors Who Have Suffered ...",GuruFocus,3/2/2020 0:00,AAN,hagens berman national trial attorneys encourages aaron aan investors suffered,positive,0.9979618787765503,positive
Gainey McKenna & Egleston Announces A Class Action Lawsuit Has Been Filed Against ...,GuruFocus,3/2/2020 0:00,AAN,gainey mckenna egleston announces class action lawsuit filed,negative,0.9990271329879761,negative
"Pomerantz Law Firm Announces the Filing of a Class Action against Aaron's, Inc. ...",GuruFocus,2/28/2020 0:00,AAN,pomerantz law firm announces filing class action aaron inc,negative,0.9989141225814819,negative
"AAN INVESTOR ALERT: Bronstein, Gewirtz & Grossman, LLC Announces Investigation of Aaron's, Inc.",GuruFocus,2/26/2020 0:00,AAN,aan investor alert bronstein gewirtz grossman llc announces investigation aaron inc,negative,0.9951592087745667,negative
"Aaron's, Inc. Directors Declare Dividend",GuruFocus,2/25/2020 0:00,AAN,aaron inc directors declare dividend,negative,0.997052788734436,negative
"Aaron's, Inc. to Participate in March Investor Conferences",GuruFocus,2/25/2020 0:00,AAN,aaron inc participate march investor conferences,negative,0.9999904632568359,negative
"Bragar Eagel & Squire, P.C. Is Investigating Fluor Corporation, Tivity Health, Aaron's, ...",GuruFocus,2/24/2020 0:00,AAN,bragar eagel squire investigating fluor corporation tivity health aaron,negative,0.9999972581863403,negative
Aaron's Announces Agreement with FTC Regarding Future Contingent Purchase and Sale Agreements,GuruFocus,2/21/2020 0:00,AAN,aaron announces agreement ftc regarding future contingent purchase sale agreements,negative,0.9999501705169678,negative
Aaron's (AAN) Out of Investor Favor Despite Q4 Earnings Beat,Zacks,2/21/2020 0:00,AAN,aaron aan investor favor despite earnings beat,positive,0.9962289929389954,positive
"Turtle Creek Assets Sues Aaron's, Alleging Company Knew Customer Data Was Bad",GuruFocus,2/19/2020 0:00,AAN,turtle creek assets sues aaron alleging company knew customer data bad,positive,0.9539662599563599,positive
Aaron's (AAN) to Report Q4 Earnings: What's in the Offing?,Zacks,2/18/2020 0:00,AAN,aaron aan report earnings offing,negative,0.9999735355377197,negative
"Dividend Asset Capital, Llc Buys Hess Midstream Operations LP, Truist Financial Corp, Enbridge ...",GuruFocus,2/10/2020 0:00,AAN,dividend asset capital llc buys hess midstream operations truist financial corp enbridge,negative,0.9999719858169556,negative
"Aaron's, Inc. Announces Fourth Quarter —…–9 Earnings Call and Webcast",GuruFocus,2/7/2020 0:00,AAN,aaron inc announces fourth quarter earnings call webcast,negative,0.9998936653137207,negative
"Copeland Capital Management, LLC Buys Parsley Energy Inc, Nexstar Media Group Inc, Aaron's Inc, ...",GuruFocus,2/3/2020 0:00,AAN,copeland capital management llc buys parsley energy inc nexstar media group inc aaron inc,negative,0.9999719858169556,negative
"Virginia Retirement Systems Et Al Buys Healthpeak Properties Inc, AT&T Inc, Accenture PLC, ...",GuruFocus,1/27/2020 0:00,AAN,virginia retirement systems buys healthpeak properties inc inc accenture plc,negative,0.9999910593032837,negative
"The Truth About Market Timing - January 27, 2020",Zacks,1/27/2020 0:00,AAN,truth market timing january,negative,0.9990447163581848,negative
"When Does Market Timing Actually Work? - December 31, 2019",Zacks,12/31/2019 0:00,AAN,market timing actually work december,negative,0.9999947547912598,negative
Aaron's Earns RS Rating Upgrade,Investor's Business Daily,12/17/2019 0:00,AAN,aaron earns rating upgrade,neutral,0.9700158834457397,neutral
Dividend Champion And Contender Highlights: Week Of December 15,Seeking Alpha,12/14/2019 0:00,AAN,dividend champion contender highlights week december,negative,0.9999700784683228,negative
9 Upcoming Dividend Increases,Seeking Alpha,12/12/2019 0:00,AAN,upcoming dividend increases,neutral,0.9997723698616028,neutral
"The Keys to Successfully Timing the Markets - December 05, 2019",Zacks,12/5/2019 0:00,AAN,keys successfully timing markets december,neutral,0.9993987083435059,neutral
"Loomis Sayles & Co L P Buys Corning Inc, IQVIA Holdings Inc, TCF Financial Corp, Sells ...",GuruFocus,11/13/2019 0:00,AAN,loomis sayles buys corning inc iqvia holdings inc tcf financial corp sells,negative,0.9999843835830688,negative
"Dividend Increases: November 4-8, 2019",Seeking Alpha,11/13/2019 0:00,AAN,dividend increases november,negative,0.5007652044296265,negative
Aaron's Is A Progressive Story With An Aaron's Problem,Seeking Alpha,11/11/2019 0:00,AAN,aaron progressive story aaron problem,positive,0.8339609503746033,positive
Dividend Champion And Contender Highlights: Week Of November 10,Seeking Alpha,11/9/2019 0:00,AAN,dividend champion contender highlights week november,negative,0.999931812286377,negative
"Timing the Market, Is it Possible? - November 08, 2019",Zacks,11/8/2019 0:00,AAN,timing market possible november,negative,0.9999727010726929,negative
Aaron's declares $0.04 dividend,Seeking Alpha,11/5/2019 0:00,AAN,aaron declares dividend,negative,0.9986190795898438,negative
"Aaron's, Inc. 2019 Q3 - Results - Earnings Call Presentation",Seeking Alpha,11/5/2019 0:00,AAN,aaron inc results earnings call presentation,negative,0.9999902248382568,negative
"Aaron's (AAN) Misses Q3 Earnings Estimates, Revises View",Zacks,11/5/2019 0:00,AAN,aaron aan misses earnings estimates revises view,positive,0.9999996423721313,positive
Aaron's down 8% premarket on earnings miss and revised FY2019 guidance,Seeking Alpha,11/5/2019 0:00,AAN,aaron premarket earnings miss revised guidance,positive,1.0,positive
"Aaron's, Inc. (AAN) CEO John Robinson on Q3 2019 Results - Earnings Call Transcript",Seeking Alpha,11/4/2019 0:00,AAN,aaron inc aan ceo john robinson results earnings call transcript,negative,0.9999297857284546,negative
Aaron's (AAN) Lags Q3 Earnings and Revenue Estimates,Zacks,11/4/2019 0:00,AAN,aaron aan lags earnings revenue estimates,negative,0.9187567830085754,negative
"Dow Jones Futures: Uber, RingCentral, Aaron's, Shake Shack, Tandem Diabetes Are Big Movers After Dow Jones Hits Record High",Investor's Business Daily,11/4/2019 0:00,AAN,dow jones futures uber ringcentral aaron shake shack tandem diabetes big movers dow jones hits record high,neutral,0.9997031092643738,neutral
"Aaron's EPS misses by $0.09, misses on revenue",Seeking Alpha,11/4/2019 0:00,AAN,aaron eps misses misses revenue,positive,0.9999997615814209,positive
Notable earnings after Monday's close,Seeking Alpha,11/3/2019 0:00,AAN,notable earnings monday close,negative,0.9997634291648865,negative
An Uber Exciting Week (Stocks To Watch Podcast),Seeking Alpha,11/3/2019 0:00,AAN,uber exciting week stocks watch podcast,negative,0.5769027471542358,negative
Stocks To Watch: An Uber Exciting Week,Seeking Alpha,11/2/2019 0:00,AAN,stocks watch uber exciting week,neutral,0.9777782559394836,neutral
Factors Likely to Decide Aaron's (AAN) Fate in Q3 Earnings,Zacks,11/1/2019 0:00,AAN,factors likely decide aaron aan fate earnings,positive,0.9806262254714966,positive
Standard Motor (SMP) Q3 Earnings & Revenues Top Estimates,Zacks,10/31/2019 0:00,AAN,standard motor smp earnings revenues top estimates,neutral,0.9778984189033508,neutral
Allison (ALSN) Beats Earnings and Revenue Estimates in Q3,Zacks,10/31/2019 0:00,AAN,allison alsn beats earnings revenue estimates,neutral,1.0,positive
BorgWarner's (BWA) Q3 Earnings & Revenues Top Estimates,Zacks,10/31/2019 0:00,AAN,borgwarner bwa earnings revenues top estimates,neutral,0.8561407327651978,neutral
Should Value Investors Buy Aaron's (AAN) Stock?,Zacks,10/31/2019 0:00,AAN,value investors buy aaron aan stock,neutral,0.999963641166687,neutral
Here is Why Growth Investors Should Buy Aaron's (AAN) Now,Zacks,10/31/2019 0:00,AAN,growth investors buy aaron aan,neutral,0.7713484764099121,neutral
Is Aaron's (AAN) Stock Undervalued Right Now?,Zacks,10/30/2019 0:00,AAN,aaron aan stock undervalued right,neutral,0.9403532147407532,neutral
AutoNation's (AN) Q3 Earnings & Revenues Beat Estimates,Zacks,10/30/2019 0:00,AAN,autonation earnings revenues beat estimates,neutral,1.0,positive
Aaron's (AAN) Reports Next Week: Wall Street Expects Earnings Growth,Zacks,10/28/2019 0:00,AAN,aaron aan reports next week wall street expects earnings growth,negative,0.9997507929801941,negative
"Autoliv (ALV) Q3 Earnings & Sales Miss Estimates, Decline Y/Y",Zacks,10/28/2019 0:00,AAN,autoliv alv earnings sales miss estimates decline,positive,0.9999997615814209,positive
"Goodyear (GT) Earnings Miss Estimate in Q3, Decline Y/Y",Zacks,10/28/2019 0:00,AAN,goodyear earnings miss estimate decline,positive,0.9999991655349731,positive
"Zacks.com featured highlights include: Guess?, Cedar Fair Entertainment, Aaron's, Great Lakes Dredge & Dock and PennyMac Financial Services",Zacks,10/21/2019 0:00,AAN,zacks com featured highlights include guess cedar fair entertainment aaron great lakes dredge dock pennymac financial services,negative,0.9999920129776001,negative
Fend Off Market Volatility With These 5 Low-Beta Stocks,Zacks,10/18/2019 0:00,AAN,fend market volatility low beta stocks,negative,0.9557030200958252,negative
"The Market Timing Secrets No One Talks About - October 17, 2019",Zacks,10/17/2019 0:00,AAN,market timing secrets one talks october,negative,0.9999873638153076,negative
Aaron's Trading In New Buy Zone Ahead Of Earnings,Investor's Business Daily,10/16/2019 0:00,AAN,aaron trading new buy zone ahead earnings,negative,0.8727469444274902,negative
Aaron's Appoints Tommy Harper Vice President of Woodhaven Furniture,GuruFocus,10/16/2019 0:00,AAN,aaron appoints tommy harper vice president woodhaven furniture,negative,0.9998441934585571,negative
"Aaron's, Inc. Announces Third Quarter —…–9 Earnings Call and Webcast",GuruFocus,10/15/2019 0:00,AAN,aaron inc announces third quarter earnings call webcast,negative,0.9998612403869629,negative
New Strong Buy Stocks for October 15th,Zacks,10/15/2019 0:00,AAN,new strong buy stocks october,neutral,1.0,neutral
3 Reasons Why Aaron's (AAN) Is a Great Growth Stock,Zacks,10/15/2019 0:00,AAN,reasons aaron aan great growth stock,neutral,0.9999992847442627,neutral
Aaron's (AAN) Hits 52-Week High: What's Driving the Stock?,Zacks,10/15/2019 0:00,AAN,aaron aan hits week high driving stock,negative,0.9978309273719788,negative
Stock Upgrades: Aaron's Shows Rising Relative Strength,Investor's Business Daily,10/14/2019 0:00,AAN,stock upgrades aaron shows rising relative strength,neutral,1.0,neutral
Should Value Investors Buy Aaron's (AAN) Stock?,Zacks,10/14/2019 0:00,AAN,value investors buy aaron aan stock,neutral,0.999963641166687,neutral
Will Aaron's Continue to Surge Higher?,Zacks,10/14/2019 0:00,AAN,aaron continue surge higher,negative,0.5359023213386536,negative
Composite Rating For Aaron's Rises To 96,Investor's Business Daily,10/11/2019 0:00,AAN,composite rating aaron rises,negative,0.8954681754112244,negative
Highly Rated Aaron's Near Buy Zone Before Next Earnings Report,Investor's Business Daily,10/9/2019 0:00,AAN,highly rated aaron near buy zone next earnings report,neutral,0.9991112351417542,neutral
Best And Worst Mid-Cap Stocks Now,Seeking Alpha,10/7/2019 0:00,AAN,best worst mid cap stocks,neutral,0.9999107122421265,neutral
Aaron's Joins Elite List Of Stocks With 95-Plus Composite Rating,Investor's Business Daily,10/1/2019 0:00,AAN,aaron joins elite list stocks plus composite rating,negative,0.999887228012085,negative
Dividend Champion And Contender Highlights: Week Of September 29,Seeking Alpha,9/28/2019 0:00,AAN,dividend champion contender highlights week september,negative,0.9999641180038452,negative
"GameStop Divests Simply Mac, Restructuring Efforts On Track",Zacks,9/27/2019 0:00,AAN,gamestop divests simply mac restructuring efforts track,neutral,0.9971029162406921,neutral
BAML positive on Aaron's,Seeking Alpha,9/26/2019 0:00,AAN,baml positive aaron,neutral,0.9999997615814209,neutral
"Is Aaron's, (AAN) Stock Outpacing Its Retail-Wholesale Peers This Year?",Zacks,9/18/2019 0:00,AAN,aaron aan stock outpacing retail wholesale peers year,neutral,0.6289302110671997,neutral
"Aaron's Adds More Than 40% YTD, Progressive Unit Aids",Zacks,9/17/2019 0:00,AAN,aaron adds ytd progressive unit aids,neutral,0.9953172206878662,neutral
Dividend Champion And Contender Highlights: Week Of September 15,Seeking Alpha,9/14/2019 0:00,AAN,dividend champion contender highlights week september,negative,0.9999589920043945,negative
Russell 2000 (Top Weights) Earnings Estimates Climb Higher,TalkMarkets,9/4/2019 0:00,AAN,russell top weights earnings estimates climb higher,neutral,1.0,neutral
"Is Aaron's, (AAN) Stock Outpacing Its Retail-Wholesale Peers This Year?",Zacks,9/2/2019 0:00,AAN,aaron aan stock outpacing retail wholesale peers year,neutral,0.6289302110671997,neutral
Is Aaron's (AAN) a Great Value Stock Right Now?,Zacks,9/2/2019 0:00,AAN,aaron aan great value stock right,neutral,0.8014366030693054,neutral
Aaron's (AAN) Down 0.5% Since Last Earnings Report: Can It Rebound?,Zacks,8/24/2019 0:00,AAN,aaron aan since last earnings report rebound,positive,0.9997195601463318,positive
Aaron's (AAN) Upgraded to Buy: What Does It Mean for the Stock?,Zacks,8/20/2019 0:00,AAN,aaron aan upgraded buy mean stock,neutral,0.9999997615814209,neutral
Loop Capital names five to ride out a recession,Seeking Alpha,8/19/2019 0:00,AAN,loop capital names five ride recession,negative,0.9531903862953186,negative
"The Zacks Analyst Blog Highlights: Boot Barn, Fossil, RH, Best Buy and Aaron's",Zacks,8/15/2019 0:00,AAN,zacks analyst blog highlights boot barn fossil best buy aaron,negative,0.9999645948410034,negative
Retailers Cheer Trump's Tariff Delay: 5 Solid Buys,Zacks,8/14/2019 0:00,AAN,retailers cheer trump tariff delay solid buys,neutral,0.9999991655349731,neutral
"Is Aaron's, (AAN) Outperforming Other Retail-Wholesale Stocks This Year?",Zacks,8/14/2019 0:00,AAN,aaron aan outperforming retail wholesale stocks year,neutral,0.9335216879844666,neutral
Is Aaron's (AAN) a Great Value Stock Right Now?,Zacks,8/14/2019 0:00,AAN,aaron aan great value stock right,neutral,0.8014366030693054,neutral
"Simple Market Timing Strategies That Work - August 13, 2019",Zacks,8/13/2019 0:00,AAN,simple market timing strategies work august,negative,0.9999821186065674,negative
3 Reasons Why Growth Investors Shouldn't Overlook Aaron's (AAN),Zacks,8/12/2019 0:00,AAN,reasons growth investors overlook aaron aan,negative,0.5065479278564453,negative
Aaron's declares $0.035 dividend,Seeking Alpha,8/8/2019 0:00,AAN,aaron declares dividend,negative,0.9991119503974915,negative
Here's Why Aaron's (AAN) Stock is a Solid Investment Pick,Zacks,8/6/2019 0:00,AAN,aaron aan stock solid investment pick,neutral,1.0,neutral
"Aaron's Inc (AAN) CEO John W Robinson Sold $9'–,'5… of Shares",GuruFocus,7/31/2019 0:00,AAN,aaron inc aan ceo john robinson sold shares,negative,0.9998459815979004,negative
"Zacks.com featured highlights include: Papa John's International, Aaron's, Ellington Financial, Denny's and Guess???",Zacks,7/29/2019 0:00,AAN,zacks com featured highlights include papa john international aaron ellington financial denny guess,negative,0.9999922513961792,negative
5 Low-Beta Stocks to Help You Fend Off Market Volatility,Zacks,7/26/2019 0:00,AAN,low beta stocks help fend market volatility,negative,0.994203507900238,negative
Here is Why Growth Investors Should Buy Aaron's (AAN) Now,Zacks,7/26/2019 0:00,AAN,growth investors buy aaron aan,neutral,0.7713484764099121,neutral
"Aaron's, Inc. (AAN) CEO John Robinson on Q2 2019 Results - Earnings Call Transcript",Seeking Alpha,7/25/2019 0:00,AAN,aaron inc aan ceo john robinson results earnings call transcript,negative,0.9999358654022217,negative
Aaron's (AAN) Beats Q2 Earnings Estimates,Zacks,7/25/2019 0:00,AAN,aaron aan beats earnings estimates,neutral,1.0,positive
Aaron's +4% after solid guidance,Seeking Alpha,7/25/2019 0:00,AAN,aaron solid guidance,neutral,0.9997610449790955,neutral
"Aaron's EPS beats by $0.06, beats on revenue",Seeking Alpha,7/25/2019 0:00,AAN,aaron eps beats beats revenue,neutral,1.0,positive
ClearBridge Small Cap Strategy Portfolio Manager Commentary Q2 2019,Seeking Alpha,7/20/2019 0:00,AAN,clearbridge small cap strategy portfolio manager commentary,negative,0.9999964237213135,negative
"The Zacks Analyst Blog Highlights: Aaron's, Shoe Carnival, Chipotle Mexican Grill, Lithia Motors and Ford Motor",Zacks,7/18/2019 0:00,AAN,zacks analyst blog highlights aaron shoe carnival chipotle mexican grill lithia motors ford motor,negative,0.9999878406524658,negative
Aaron's (AAN) Earnings Expected to Grow: Should You Buy?,Zacks,7/18/2019 0:00,AAN,aaron aan earnings expected grow buy,neutral,0.9999932050704956,neutral
American Consumers & Factories Strengthen Q2 View: 5 Gainers,Zacks,7/17/2019 0:00,AAN,american consumers factories strengthen view gainers,neutral,1.0,neutral
Aaron's (AAN) to Report Q2 Earnings: What's in the Cards?,Zacks,7/16/2019 0:00,AAN,aaron aan report earnings cards,negative,0.999984622001648,negative
Risk-Averse Investors May Buy These 5 Low Leverage Stocks,Zacks,7/16/2019 0:00,AAN,risk averse investors may buy low leverage stocks,neutral,0.8688823580741882,neutral
"Is Aaron's, (AAN) Outperforming Other Retail-Wholesale Stocks This Year?",Zacks,7/12/2019 0:00,AAN,aaron aan outperforming retail wholesale stocks year,neutral,0.9335216879844666,neutral
Dollar General & These 4 Retail Stocks Are Solid Picks,Zacks,7/10/2019 0:00,AAN,dollar general retail stocks solid picks,neutral,1.0,neutral
Here's Why Aaron's (AAN) is a Hot Investment Pick Right Now,Zacks,7/10/2019 0:00,AAN,aaron aan hot investment pick right,negative,0.999945878982544,negative
Aaron's: Doing Well And Positioned For Continued Growth,Seeking Alpha,7/10/2019 0:00,AAN,aaron well positioned continued growth,neutral,1.0,neutral
All You Need to Know About Aaron's (AAN) Rating Upgrade to Strong Buy,Zacks,7/8/2019 0:00,AAN,need know aaron aan rating upgrade strong buy,neutral,0.9999974966049194,neutral
3 Reasons Why Aaron's (AAN) Is a Great Growth Stock,Zacks,7/8/2019 0:00,AAN,reasons aaron aan great growth stock,neutral,0.9999992847442627,neutral
